Date,PM2.5,date_x,temperature,dewpoint,humidity,wind_speed,pressure,date_y,PM10
2018-08-22,23.0,2018-08-22,29.313541666666683,24.786458333333353,77.11805555555556,2.7371886666666745,100352.04861111114,2018-08-22,48
2018-08-23,25.0,2018-08-23,29.239930555555574,24.943749999999994,78.3611111111111,2.109470000000006,100430.27777777775,2018-08-23,36
2018-08-24,21.0,2018-08-24,28.386805555555586,24.70937499999999,81.16666666666667,1.7965420000000007,100540.3125,2018-08-24,28
2018-08-25,16.0,2018-08-25,27.185763888888932,24.84479166666668,87.45138888888891,1.3873762222222228,100567.43055555556,2018-08-25,30
2018-08-26,15.0,2018-08-26,27.07465277777776,24.633680555555554,86.82638888888891,1.4507068888888892,100475.17361111114,2018-08-26,29
2018-08-27,16.0,2018-08-27,26.47743055555555,24.277083333333348,88.26041666666669,1.7696885555555577,100576.04166666669,2018-08-27,43
2018-08-28,20.0,2018-08-28,27.40416666666666,23.88020833333332,81.93055555555556,2.194066111111112,100713.71527777775,2018-08-28,52
2018-08-29,25.0,2018-08-29,28.66701388888892,23.928125,75.97916666666667,2.240943222222226,100628.29861111114,2018-08-29,33
2018-08-30,14.0,2018-08-30,28.65138888888887,23.86215277777778,75.60069444444444,2.41230855555556,100486.21527777775,2018-08-30,33
2018-08-31,16.0,2018-08-31,27.764236111111106,24.16631944444445,81.4826388888889,1.550670000000002,100650.10416666669,2018-08-31,43
2018-09-01,20.0,2018-09-01,28.56666666666668,24.7902777777778,81.1076388888889,1.4864080000000008,100829.0625,2018-09-01,40
2018-09-02,19.0,2018-09-02,29.94444444444445,24.433680555555558,73.0798611111111,3.190903222222224,100634.79166666669,2018-09-02,31
2018-09-03,16.0,2018-09-03,28.651736111111088,24.436458333333373,78.93402777777777,2.637070333333338,100569.375,2018-09-03,26
2018-09-04,15.0,2018-09-04,27.53194444444444,24.04409722222222,82.21180555555556,1.6194334444444451,100701.11111111114,2018-09-04,38
2018-09-05,18.0,2018-09-05,27.27430555555555,23.639930555555573,81.43055555555556,2.452976777777784,100736.84027777775,2018-09-05,43
2018-09-06,23.0,2018-09-06,28.715277777777796,23.55451388888887,75.16666666666667,3.172897444444444,100580.65972222225,2018-09-06,49
2018-09-07,23.0,2018-09-07,30.265277777777786,24.520833333333357,72.53472222222223,3.446709444444444,100460.72916666669,2018-09-07,49
2018-09-08,28.0,2018-09-08,28.94305555555554,24.257291666666664,76.0486111111111,1.3482602222222222,100484.47916666669,2018-09-08,53
2018-09-09,34.0,2018-09-09,27.88506944444445,24.824305555555554,83.69097222222223,0.347853,100711.07638888886,2018-09-09,56
2018-09-10,39.0,2018-09-10,28.1902777777778,25.237847222222207,84.3576388888889,0.2915073333333333,100921.28472222225,2018-09-10,41
2018-09-11,21.0,2018-09-11,29.54861111111112,24.80173611111111,76.73958333333333,2.038223000000007,100810.90277777775,2018-09-11,41
2018-09-12,21.0,2018-09-12,28.666783216783234,24.918181818181786,80.65034965034965,1.256870153846153,100629.93006993008,2018-09-12,42
2018-09-13,22.0,2018-09-13,28.165277777777767,24.141319444444452,80.0451388888889,1.8351923333333364,100524.34027777775,2018-09-13,34
2018-09-14,18.0,2018-09-14,26.7409722222222,24.23194444444444,86.60763888888891,2.9417715555555564,100521.94444444444,2018-09-14,36
2018-09-15,21.0,2018-09-15,27.54216027874564,24.96062717770034,86.58536585365853,1.9160414773519192,100419.23344947737,2018-09-15,37
2018-09-16,20.0,2018-09-16,27.52604166666666,25.136111111111163,87.31944444444444,1.1283103333333322,100235.83333333331,2018-09-16,37
2018-09-17,16.0,2018-09-17,29.261111111111106,24.13680555555553,74.40625,2.476415333333337,100266.59722222225,2018-09-17,26
2018-09-18,13.0,2018-09-18,29.26006944444445,24.065277777777766,74.17708333333333,2.4160338888888924,100552.32638888886,2018-09-18,33
2018-09-19,16.0,2018-09-19,27.804861111111087,24.391666666666694,82.0138888888889,1.652651,100791.38888888886,2018-09-19,48
2018-09-20,25.0,2018-09-20,28.51770833333333,24.75833333333333,80.8923611111111,1.6728298888888915,100794.20138888886,2018-09-20,56
2018-09-21,31.0,2018-09-21,30.20937500000001,25.13368055555553,75.04166666666667,1.7060474444444451,100789.82638888886,2018-09-21,43
2018-09-22,24.0,2018-09-22,29.697916666666625,24.869791666666675,76.39583333333333,2.287354666666669,100908.99305555556,2018-09-22,35
2018-09-23,20.0,2018-09-23,28.28298611111109,24.72291666666666,82.1388888888889,1.7273128888888891,100973.40277777775,2018-09-23,46
2018-09-24,25.0,2018-09-24,27.25972222222225,25.148611111111048,88.42708333333331,1.1210148888888876,100936.25,2018-09-24,48
2018-09-25,26.0,2018-09-25,29.16562499999999,25.33506944444445,80.84027777777777,1.7684467777777784,100778.64583333331,2018-09-25,38
2018-09-26,16.0,2018-09-26,29.948958333333305,24.667708333333305,73.9201388888889,2.330196000000005,100672.32638888886,2018-09-26,38
2018-09-27,16.0,2018-09-27,30.406250000000025,25.495486111111113,75.72569444444444,2.425968111111118,100623.33333333331,2018-09-27,44
2018-09-28,22.0,2018-09-28,30.39756944444445,25.62013888888889,76.3125,1.6911461111111106,100609.40972222225,2018-09-28,49
2018-09-29,30.0,2018-09-29,29.97708333333333,25.942361111111122,79.58680555555556,2.1274757777777804,100609.58333333331,2018-09-29,32
2018-09-30,18.0,2018-09-30,29.13125000000001,24.48472222222224,77.4201388888889,1.6698806666666672,100670.72916666669,2018-09-30,33
2018-10-01,19.0,2018-10-01,28.22395833333332,24.953819444444452,83.08333333333333,1.8431086666666685,100786.28472222225,2018-10-01,42
2018-10-02,24.0,2018-10-02,27.057986111111106,24.73090277777776,87.26736111111109,1.6321616666666665,100879.20138888886,2018-10-02,70
2018-10-03,38.0,2018-10-03,29.250347222222203,24.612152777777734,77.38194444444444,1.5724011111111118,100858.95833333331,2018-10-03,58
2018-10-04,38.0,2018-10-04,29.83055555555553,23.60104166666667,70.98958333333333,2.338888444444448,100845.0,2018-10-04,27
2018-10-05,17.0,2018-10-05,27.37083333333334,24.28333333333332,84.2048611111111,2.369777666666672,100915.3125,2018-10-05,38
2018-10-06,22.0,2018-10-06,27.838194444444433,24.826041666666665,84.5173611111111,1.4146953333333316,100911.66666666669,2018-10-06,42
2018-10-07,26.0,2018-10-07,28.54965277777778,25.18506944444445,82.9513888888889,1.336773777777778,100897.84722222225,2018-10-07,49
2018-10-08,30.0,2018-10-08,28.678472222222236,25.04305555555554,81.28819444444444,1.1500414444444451,100860.0,2018-10-08,49
2018-10-09,30.0,2018-10-09,28.08958333333333,24.299305555555573,80.46527777777777,1.2319987777777763,100824.96527777775,2018-10-09,51
2018-10-10,33.0,2018-10-10,30.132638888888874,24.39756944444447,71.96527777777777,1.2021961111111106,100846.5625,2018-10-10,50
2018-10-11,30.0,2018-10-11,30.472916666666666,24.315277777777766,70.63194444444444,1.5790756666666683,100961.59722222225,2018-10-11,35
2018-10-12,19.0,2018-10-12,30.566319444444453,23.679513888888874,67.2013888888889,1.861269666666668,101061.80555555556,2018-10-12,51
2018-10-13,33.0,2018-10-13,27.812847222222203,24.72465277777779,83.72916666666667,1.105027,101079.82638888886,2018-10-13,51
2018-10-14,33.0,2018-10-14,30.117708333333358,25.31006944444444,76.37152777777777,0.9176737777777776,100959.23611111114,2018-10-14,43
2018-10-15,23.0,2018-10-15,29.91118881118878,25.365034965034962,77.5944055944056,0.825773538461538,100972.76223776225,2018-10-15,33
2018-10-16,17.0,2018-10-16,30.487062937062987,25.737412587412585,76.2937062937063,1.2431150769230743,100934.09090909091,2018-10-16,40
2018-10-17,22.0,2018-10-17,30.20173611111109,25.33333333333332,75.65625,0.9370765555555544,100824.51388888886,2018-10-17,48
2018-10-18,27.0,2018-10-18,30.34716312056737,25.16347517730496,74.64539007092198,1.2112881702127662,100758.6170212766,2018-10-18,60
2018-10-19,39.0,2018-10-19,29.896527777777727,24.99583333333334,75.41319444444444,0.6792524444444444,100820.83333333331,2018-10-19,44
2018-10-20,29.0,2018-10-20,27.310416666666693,24.65486111111109,85.7986111111111,1.3242007777777791,100895.13888888886,2018-10-20,24
